,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,address,lat,long,postal_code,grade_code,condition_code,price_sqft
15362,1397510110,1/27/2022,325000.0,3,2.0,1800,17378,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1800,0,550,260,1982,0,"15845 Southeast 143rd Street, Renton, Washington 98059, United States",47.47444,-122.12732,98059,8,4,180.55555555555554
15365,7296600150,2/7/2022,645000.0,3,2.5,1800,17686,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1300,1120,640,620,1980,0,"21746 Southeast 259th Street, Maple Valley, Washington 98038, United States",47.36966500000001,-122.049595,98038,7,4,358.3333333333333
15382,3438500779,10/18/2021,495000.0,5,4.5,2060,6986,1.0,NO,NO,YES,AVERAGE,Average,6 Low Average,Electricity,PUBLIC,1060,1000,290,460,1983,0,"5625 16th Avenue Southwest, Seattle, Washington 98106, United States",47.55115,-122.35512,98106,6,3,240.29126213592232
15391,3448001890,8/5/2021,798800.0,3,2.0,1840,6714,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1190,1120,470,110,1978,0,"11524 28th Avenue Northeast, Seattle, Washington 98125, United States",47.712685,-122.297225,98125,7,3,434.1304347826087
15399,9211500600,3/31/2022,600999.0,5,2.0,1870,6860,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1120,1010,580,170,1978,0,"33819 36th Avenue Southwest, Federal Way, Washington 98023, United States",47.29801,-122.37884,98023,7,4,321.3898395721925
15418,8067000019,7/6/2021,655000.0,7,3.0,1990,5790,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1170,1170,440,70,2000,0,"10033 61st Ave S, Seattle, Washington 98178, United States",47.51135,-122.25719,98178,7,3,329.1457286432161
15439,6145000030,7/9/2021,531500.0,3,2.0,1280,8241,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1280,0,440,60,1993,0,"11510 Southeast 305th Place, Auburn, Washington 98092, United States",47.328625,-122.18776499999998,98092,7,4,415.234375
15451,5412200080,7/8/2021,598000.0,4,3.0,1830,5888,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1180,1010,460,100,1984,0,"11717 Southeast 221st Street, Kent, Washington 98031, United States",47.40371500000001,-122.184675,98031,7,4,326.775956284153
15456,2130430150,8/25/2021,660000.0,3,2.0,1270,9623,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1270,0,460,600,1989,0,"26929 Northeast Dorothy Street, Duvall, Washington 98019, United States",47.736615,-121.977805,98019,7,3,519.6850393700787
15489,2796100710,1/6/2022,484500.0,3,1.0,1310,7210,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1310,0,420,0,1979,0,"12222 Southeast 219th Place, Kent, Washington 98031, United States",47.405565,-122.17755,98031,7,3,369.8473282442748
15493,3024079053,10/20/2021,1015000.0,4,3.0,1840,94960,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PRIVATE,1240,1200,600,140,1979,0,"28603 Southeast 67th Street, Issaquah, Washington 98027, United States",47.54043,-121.9598,98027,7,5,551.6304347826087
15499,8648210770,10/26/2021,495000.0,3,2.0,1060,7181,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1060,0,530,0,1985,0,"19718 Southeast 266th Place, Covington, Washington 98042, United States",47.36315,-122.078925,98042,7,4,466.9811320754717
15501,1722059326,8/12/2021,550000.0,3,2.0,1210,7136,1.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1210,0,440,60,2003,0,"22508 103rd Place Southeast, Kent, Washington 98031, United States",47.39955,-122.202585,98031,7,3,454.54545454545456
15505,6918100030,6/17/2021,531000.0,3,2.5,1530,11286,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1020,990,620,60,1983,0,"1443 South 259th Street, Des Moines, Washington 98198, United States",47.36907,-122.31447,98198,7,3,347.05882352941177
15525,4123830080,4/28/2022,795000.0,3,2.0,1840,7000,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1840,0,490,500,1990,0,"25913 Lake Wilderness Country Club Dr SE, Maple Valley, Washington 98038, United States",47.3694,-122.04017,98038,8,3,432.0652173913044
15539,1220069072,1/25/2022,662500.0,3,3.0,2280,214751,1.0,NO,NO,NO,GOOD,Average,8 Good,Electricity,PRIVATE,2280,2000,750,860,1981,0,"27100 Southeast 405th Street, Enumclaw, Washington 98022, United States",47.23868,-121.98055,98022,8,3,290.5701754385965
15543,5561000610,6/23/2021,1100000.0,3,2.5,2240,36419,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1700,880,850,0,1978,0,"15855 266th Avenue Southeast, Issaquah, Washington 98027, United States",47.4591,-121.98663,98027,8,4,491.07142857142856
15549,9545200140,1/31/2022,1460000.0,3,2.0,1710,9000,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1710,0,620,380,1980,0,"400 Kalmia Place Northwest, Issaquah, Washington 98027, United States",47.53407,-122.055625,98027,8,4,853.8011695906433
15552,5703500370,7/15/2021,779000.0,3,2.0,1290,9480,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1290,0,360,340,1980,0,"13537 434th Avenue Southeast, North Bend, Washington 98045, United States",47.478025,-121.76116,98045,7,4,603.8759689922481
15556,9264910480,6/16/2021,550000.0,4,3.0,1970,9131,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1310,1240,580,220,1980,0,"32903 3rd Avenue Southwest, Federal Way, Washington 98023, United States",47.306985,-122.339165,98023,8,3,279.18781725888323
15563,2597680190,5/26/2022,815000.0,4,3.0,2070,9087,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1340,1160,540,110,1985,0,"19842 132nd Place Southeast, Renton, Washington 98058, United States",47.424645,-122.16355,98058,8,3,393.719806763285
15573,5561710020,7/27/2021,560000.0,3,2.0,2170,10570,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1790,830,580,250,1979,0,"13020 Southeast 231st Way, Kent, Washington 98031, United States",47.39502,-122.16705,98031,7,4,258.06451612903226
15578,6067910070,5/13/2022,1280000.0,3,2.5,2470,16910,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1970,1000,520,360,1979,0,"6648 119th Place Southeast, Bellevue, Washington 98006, United States",47.542445,-122.180577,98006,8,5,518.2186234817814
15580,8944290140,8/19/2021,403000.0,2,2.0,1220,4651,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1220,0,460,170,1985,0,"23451 130th Avenue Southeast, Kent, Washington 98031, United States",47.391335,-122.16667,98031,7,4,330.327868852459
15611,5422570710,3/19/2022,1480000.0,3,2.0,1510,6533,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1510,370,500,90,1979,0,"6001 158th Way Northeast, Redmond, Washington 98052, United States",47.661545,-122.1297,98052,8,4,980.1324503311258
15623,3530750620,12/2/2021,884990.0,3,2.5,2240,7390,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,2240,0,480,220,2020,0,"30222 57th Place South, Auburn, Washington 98001, United States",47.33096,-122.26223,98001,8,3,395.08482142857144
15639,2322069165,12/10/2021,330400.0,2,2.0,1560,226947,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1560,0,530,0,1988,0,"25504 Southeast 247th Place, Ravensdale, Washington 98051, United States",47.38018,-122.00154,98051,8,3,211.7948717948718
15645,9545220100,8/18/2021,1386000.0,4,3.0,2360,9938,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1690,820,540,160,1987,0,"690 Jasmine Place Northwest, Issaquah, Washington 98027, United States",47.537355,-122.052565,98027,8,4,587.2881355932203
15646,126049099,6/2/2022,1070000.0,3,3.0,2130,15011,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1460,1460,930,500,1978,0,"19402 68th Avenue Northeast, Kenmore, Washington 98028, United States",47.768945,-122.24824,98028,7,4,502.3474178403756
15650,2726079088,6/24/2021,917000.0,3,2.0,1810,190357,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1810,0,520,370,1989,0,"13004 328th Avenue Northeast, Duvall, Washington 98019, United States",47.714055,-121.898385,98019,8,3,506.62983425414365
15651,2193320060,9/16/2021,1292000.0,3,2.5,1930,7412,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1430,800,460,180,1984,0,"10627 181st Avenue Northeast, Redmond, Washington 98052, United States",47.695445,-122.09974,98052,8,4,669.4300518134716
15657,9827700016,3/22/2022,665000.0,2,1.5,960,1078,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,500,460,0,210,2009,0,"122A 22nd Ave, Seattle, Washington 98122, United States",47.60219,-122.3036,98122,8,3,692.7083333333334
15672,5476200126,7/29/2021,600000.0,3,2.0,1340,7200,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,900,840,400,80,1989,0,"5156 South Creston Street, Seattle, Washington 98178, United States",47.50724500000001,-122.267515,98178,7,3,447.76119402985074
15678,192460290,9/15/2021,244500.0,3,2.0,1510,14194,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1510,0,480,0,1985,0,"13711 437th Place Southeast, North Bend, Washington 98045, United States",47.47622,-121.75708,98045,7,4,161.9205298013245
15722,7211330010,7/23/2021,575000.0,3,1.0,1010,10890,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1010,0,480,290,1979,0,"32001 Regal Avenue Northeast, Carnation, Washington 98014, United States",47.644405,-121.91188,98014,7,4,569.3069306930693
15724,7199320270,11/11/2021,441600.0,4,2.0,2290,7611,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1340,1290,480,180,1978,0,"10575 158th Avenue Northeast, Redmond, Washington 98052, United States",47.69493,-122.12937,98052,7,3,192.83842794759826
15727,2526059163,11/11/2021,580000.0,3,3.0,3290,169256,1.0,NO,NO,NO,NONE,Good,12 Luxury,Gas,PRIVATE,3290,0,1270,1010,1984,0,"17315 Northeast 125th Street, Redmond, Washington 98052, United States",47.71139,-122.10622,98052,12,4,176.29179331306992
15742,3902300300,7/9/2021,1008500.0,3,2.0,1690,10757,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1260,650,440,0,1980,0,"11818 Northeast 103rd Place, Kirkland, Washington 98033, United States",47.69287,-122.18318,98033,8,3,596.7455621301775
15744,2124049315,7/1/2021,600000.0,5,3.0,2170,5151,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1340,1310,480,100,1998,0,"2107 South Kenny Street, Seattle, Washington 98108, United States",47.5492,-122.30584,98108,7,3,276.49769585253455
15751,3759500046,4/29/2022,1825000.0,3,2.5,2600,10183,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1300,1300,460,160,2004,0,"10515 Northeast 110th Street, Kirkland, Washington 98033, United States",47.69843,-122.20028,98033,8,3,701.9230769230769
15757,2025600280,3/26/2022,603000.0,3,2.0,1420,9828,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1420,0,480,330,1990,0,"30406 Blaine Avenue, Black Diamond, Washington 98010, United States",47.32872,-122.011115,98010,7,4,424.6478873239437
15759,1026069016,7/1/2021,1500000.0,3,3.0,3710,218671,1.0,NO,NO,YES,NONE,Good,9 Better,Gas,PRIVATE,1950,2750,990,720,1998,0,"24225 Northeast 172nd Street, Woodinville, Washington 98077, United States",47.75179,-122.01556,98077,9,4,404.3126684636119
15774,1530900260,6/11/2021,950000.0,4,3.0,2520,3710,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1550,1200,440,300,1990,0,"14722 134th Court Northeast, Woodinville, Washington 98072, United States",47.735335,-122.159335,98072,8,4,376.984126984127
15777,9368700212,8/2/2021,675000.0,4,3.0,1640,7879,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1160,1060,580,190,2016,0,"10748 55th Avenue South, Seattle, Washington 98178, United States",47.5037,-122.26445,98178,8,3,411.5853658536585
15803,5437820370,7/11/2021,490000.0,3,1.5,1280,8285,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1280,0,380,60,1979,0,"2507 Harmony Lane, Enumclaw, Washington 98022, United States",47.19443,-122.001535,98022,7,5,382.8125
15822,5131000780,2/23/2022,400000.0,3,2.0,1300,8875,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1020,620,550,0,1983,0,"36108 25th Place South, Federal Way, Washington 98003, United States",47.27804,-122.30128,98003,7,3,307.6923076923077
15872,1777600610,8/27/2021,1525000.0,5,3.0,2790,10125,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1700,1530,500,500,1978,0,"15612 Southeast 43rd Street, Bellevue, Washington 98006, United States",47.569075,-122.131607,98006,8,4,546.594982078853
15879,7518501590,6/30/2021,905000.0,3,2.0,1340,2170,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,920,920,500,0,1990,0,"6709 16th Avenue Northwest, Seattle, Washington 98117, United States",47.678025,-122.37808,98117,7,3,675.3731343283582
15881,6817800130,11/23/2021,1000000.0,3,2.0,1220,11804,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,980,600,400,0,1983,0,"22941 Northeast 24th Place, Sammamish, Washington 98074, United States",47.63213,-122.03172,98074,7,3,819.672131147541
15882,6744700285,10/18/2021,1200000.0,5,3.5,3270,15160,1.0,NO,NO,YES,AVERAGE,Good,8 Good,Gas,PUBLIC,1660,1610,510,510,1997,0,"15836 38th Avenue Northeast, Lake Forest Park, Washington 98155, United States",47.74374,-122.28705,98155,8,4,366.9724770642202
15904,1722069141,10/27/2021,960000.0,3,2.0,2410,64012,1.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PRIVATE,2410,0,570,340,1992,0,"23712 201st Avenue Southeast, Maple Valley, Washington 98038, United States",47.38906,-122.07368,98038,9,3,398.3402489626556
15907,5422570040,3/8/2022,1180000.0,3,2.0,1530,4750,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1530,0,480,220,1979,0,"15713 Northeast 59th Place, Redmond, Washington 98052, United States",47.65983,-122.129972,98052,8,3,771.2418300653595
15924,1591600497,5/26/2022,819000.0,5,3.0,2130,9104,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1240,1140,400,150,2000,0,"1841 Southwest 114th Street, Burien, Washington 98146, United States",47.500205,-122.359235,98146,7,3,384.50704225352115
15929,616000035,11/30/2021,650000.0,5,3.0,1720,12800,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PRIVATE,1120,640,500,250,1978,0,"20881 2nd Place Southwest, Normandy Park, Washington 98166, United States",47.41454,-122.335525,98166,8,3,377.90697674418607
15947,1823069278,4/15/2022,1015000.0,3,3.0,2820,44866,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PRIVATE,1410,1410,0,310,1990,0,"13616 184th Avenue Southeast, Renton, Washington 98059, United States",47.479925,-122.095205,98059,7,5,359.92907801418437
15953,2171400170,5/10/2022,650000.0,3,2.0,1790,11112,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1790,0,540,310,1987,0,"6206 South 124th Street, Seattle, Washington 98178, United States",47.492325,-122.25588,98178,7,3,363.12849162011173
15955,7715800590,9/8/2021,888889.0,3,3.0,1550,7350,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,910,840,400,400,1981,0,"20815 Northeast 19th Place, Sammamish, Washington 98074, United States",47.62686,-122.0621,98074,7,4,573.4767741935484
15957,2591730200,2/24/2022,620000.0,3,2.0,1220,6404,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1220,0,440,60,1994,0,"21115 Southeast 278th Place, Maple Valley, Washington 98038, United States",47.352325,-122.05918,98038,7,3,508.1967213114754
16010,3782400190,4/1/2022,940000.0,3,2.5,1500,9656,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1170,670,500,350,1989,0,"26625 Northeast Comegys Street, Duvall, Washington 98019, United States",47.732725,-121.9818,98019,7,4,626.6666666666666
16029,8137500040,6/14/2021,910000.0,3,2.5,1780,36938,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1380,620,530,220,1989,0,"13425 207th Court Southeast, Issaquah, Washington 98027, United States",47.48193,-122.06467,98027,8,3,511.23595505617976
16044,3526039177,4/12/2022,1100000.0,4,4.5,3720,5928,1.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,1250,3180,440,670,1981,0,"9308 28th Avenue Northwest, Seattle, Washington 98117, United States",47.69707,-122.39263,98117,8,3,295.6989247311828
16050,5379804292,12/20/2021,195500.0,4,2.5,2310,9860,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1420,1200,620,310,1978,0,"4627 S 168th St, SeaTac, Washington 98188, United States",47.45274000000001,-122.27467,98188,7,3,84.63203463203463
16061,7547300300,4/11/2022,1120000.0,3,2.5,1720,4000,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1040,1020,340,270,2000,0,"4020 19th Avenue Southwest, Seattle, Washington 98106, United States",47.56765,-122.35775,98106,8,3,651.1627906976744
16067,8594400400,2/1/2022,780000.0,3,2.5,1430,37840,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1150,560,480,1120,1985,0,"20501 Southeast 334th Place, Auburn, Washington 98092, United States",47.30185,-122.07002,98092,7,4,545.4545454545455
16079,1443300170,4/22/2022,775000.0,4,2.5,1930,35284,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1670,810,550,0,1978,0,"39220 303rd Avenue Southeast, Enumclaw, Washington 98022, United States",47.24898,-121.93701,98022,7,4,401.55440414507774
16080,121059076,4/1/2022,1050000.0,5,4.0,2750,121968,1.0,NO,NO,YES,NONE,Good,9 Better,Electricity,PRIVATE,2750,0,0,800,1978,0,"29832 Kent Black Diamond Road Southeast, Kent, Washington 98042, United States",47.33406,-122.12129,98042,9,4,381.8181818181818
16086,1133000651,8/12/2021,785000.0,3,2.0,1760,9000,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1760,0,530,360,1980,0,"13314 17th Avenue Northeast, Seattle, Washington 98125, United States",47.72533,-122.31016,98125,7,3,446.02272727272725
16095,2571920010,6/1/2022,643000.0,3,2.0,2070,11691,1.0,NO,NO,YES,AVERAGE,Average,8 Good,Gas,PUBLIC,2070,0,740,290,1995,0,"2805 Olie Ann Place, Enumclaw, Washington 98022, United States",47.1973,-122.00581,98022,8,3,310.6280193236715
16099,3530440085,5/18/2022,567500.0,2,2.0,1050,4215,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1050,0,460,0,1985,0,"24850 13th Avenue South, Des Moines, Washington 98198, United States",47.37839,-122.31758,98198,8,3,540.4761904761905
16103,8961990120,8/20/2021,992500.0,2,2.0,1530,5568,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1530,0,440,40,1999,0,"481 243rd Place Southeast, Sammamish, Washington 98074, United States",47.60317,-122.01449,98074,8,3,648.6928104575163
16140,4027700715,12/23/2021,1150000.0,3,2.5,2460,12443,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1730,1350,620,230,1981,0,"5914 Northeast 201st Street, Kenmore, Washington 98028, United States",47.77447,-122.26728,98028,8,4,467.479674796748
16141,9269750160,2/23/2022,625000.0,3,2.0,1230,10815,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1230,0,400,250,1986,0,"1921 Southwest 354th Street, Federal Way, Washington 98023, United States",47.283875,-122.35957,98023,7,5,508.130081300813
16148,3000015,2/18/2022,717000.0,4,3.0,1770,17197,1.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1200,1100,530,80,1997,0,"13672 51st Avenue South, Tukwila, Washington 98168, United States",47.4799,-122.27051000000002,98168,7,3,405.08474576271186
16163,2421059158,8/20/2021,250000.0,2,1.0,1080,32517,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1080,1080,1080,400,2001,0,"17429 Southeast Lake Moneysmith Road, Auburn, Washington 98092, United States",47.293875,-122.108655,98092,7,3,231.4814814814815
16165,9237700110,8/12/2021,499000.0,3,2.0,1170,11745,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PRIVATE,1170,0,460,130,1984,0,"28631 153rd Place Southeast, Kent, Washington 98042, United States",47.34435,-122.137605,98042,7,5,426.4957264957265
16168,8651510940,11/1/2021,1275000.0,3,2.0,2140,8034,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2140,0,529,240,1985,0,"20517 Northeast 43rd Street, Sammamish, Washington 98074, United States",47.64796,-122.06417,98074,8,4,595.7943925233645
16194,9808610230,3/15/2022,2250000.0,4,3.0,3640,11906,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2070,1820,590,1040,1980,0,"11111 Northeast 38th Place, Bellevue, Washington 98004, United States",47.64568,-122.19044,98004,9,3,618.1318681318681
16210,1079350100,10/27/2021,660000.0,3,2.0,1310,7583,1.0,NO,YES,NO,NONE,Average,7 Average,Gas,PUBLIC,1310,0,400,140,1993,0,"4226 Northeast 2nd Street, Renton, Washington 98059, United States",47.48503,-122.16177,98059,7,3,503.8167938931298
16221,3530500060,8/30/2021,470000.0,2,2.0,1450,2632,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1450,0,0,0,1980,0,"24923 11th Avenue South, Des Moines, Washington 98198, United States",47.377875,-122.320715,98198,8,3,324.13793103448273
16223,3438501807,4/18/2022,860000.0,3,3.0,1410,5130,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1000,920,510,320,1994,0,"6315 17th Avenue Southwest, Seattle, Washington 98106, United States",47.54606500000001,-122.35631,98106,7,4,609.9290780141844
16225,1545800750,12/15/2021,465000.0,4,1.5,1100,7466,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1100,620,460,160,1984,0,"26605 218th Avenue Southeast, Maple Valley, Washington 98038, United States",47.36357,-122.05125,98038,7,3,422.72727272727275
16231,1523069197,11/9/2021,775000.0,3,2.5,1650,14054,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1130,1030,510,550,1986,0,"13256 242nd Place Southeast, Issaquah, Washington 98027, United States",47.48207,-122.01668,98027,7,4,469.6969696969697
16232,3819750070,10/25/2021,770000.0,3,2.0,1320,9600,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1060,540,680,200,1988,0,"19618 76th Avenue Northeast, Kenmore, Washington 98028, United States",47.770865,-122.238285,98028,7,3,583.3333333333334
16242,121059017,2/3/2022,1275000.0,4,3.0,3560,765753,1.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PRIVATE,2280,1280,580,690,2018,0,"29517 176th Avenue Southeast, Kent, Washington 98042, United States",47.3371,-122.11144,98042,9,3,358.14606741573033
